Permit,test,PERSONNELACCOUNT,MANAGEACCESS,DEFAULT,
Deny,test,PERSONNELACCOUNT,CONSULTBORROWERACCOUNT,SALEOPENEDMINOR,
Permit,test,PERSONNELACCOUNT,CONSULTBORROWERACCOUNT,WORKINGDAYS,
Deny,test,PERSONNELACCOUNT,CONSULTBORROWERACCOUNT,MAINTENANCEDAY,
Permit,test,PERSONNELACCOUNT,CONSULTBORROWERACCOUNT,HOLIDAYS,
Deny,test,PERSONNELACCOUNT,CONSULTBORROWERACCOUNT,DEFAULT,
Permit,test,PERSONNELACCOUNT,RESERVEBOOK,SALEOPENEDMINOR,
Deny,test,PERSONNELACCOUNT,RESERVEBOOK,WORKINGDAYS,
Permit,test,PERSONNELACCOUNT,RESERVEBOOK,MAINTENANCEDAY,
Deny,test,PERSONNELACCOUNT,RESERVEBOOK,HOLIDAYS,
Permit,test,PERSONNELACCOUNT,RESERVEBOOK,DEFAULT,
Deny,test,PERSONNELACCOUNT,CREATEACCOUNT,SALEOPENEDMINOR,
Permit,test,PERSONNELACCOUNT,CREATEACCOUNT,WORKINGDAYS,
Deny,test,PERSONNELACCOUNT,CREATEACCOUNT,MAINTENANCEDAY,
Permit,test,PERSONNELACCOUNT,CREATEACCOUNT,HOLIDAYS,
Deny,test,PERSONNELACCOUNT,CREATEACCOUNT,DEFAULT,
Permit,test,PERSONNELACCOUNT,DELIVERBOOK,SALEOPENEDMINOR,
Deny,test,PERSONNELACCOUNT,DELIVERBOOK,WORKINGDAYS,
Permit,test,PERSONNELACCOUNT,DELIVERBOOK,MAINTENANCEDAY,
Deny,test,PERSONNELACCOUNT,DELIVERBOOK,HOLIDAYS,
Permit,test,PERSONNELACCOUNT,DELIVERBOOK,DEFAULT,
Deny,test,BOOK,POSTCOMMENT,SALEOPENEDMINOR,
Permit,test,BOOK,POSTCOMMENT,WORKINGDAYS,
Deny,test,BOOK,POSTCOMMENT,MAINTENANCEDAY,
Permit,test,BOOK,POSTCOMMENT,HOLIDAYS,
Deny,test,BOOK,POSTCOMMENT,DEFAULT,
Permit,test,BOOK,BORROWBOOK,SALEOPENEDMINOR,
Deny,test,BOOK,BORROWBOOK,WORKINGDAYS,
Permit,test,BOOK,BORROWBOOK,MAINTENANCEDAY,
Deny,test,BOOK,BORROWBOOK,HOLIDAYS,
Permit,test,BOOK,BORROWBOOK,DEFAULT,
Deny,test,BOOK,FIXBOOK,SALEOPENEDMINOR,
Permit,test,BOOK,FIXBOOK,WORKINGDAYS,
Deny,test,BOOK,FIXBOOK,MAINTENANCEDAY,
Permit,test,BOOK,FIXBOOK,HOLIDAYS,
Deny,test,BOOK,FIXBOOK,DEFAULT,
Permit,test,BOOK,BORROWERACTIVITY,SALEOPENEDMINOR,
Deny,test,BOOK,BORROWERACTIVITY,WORKINGDAYS,
Permit,test,BOOK,BORROWERACTIVITY,MAINTENANCEDAY,
Deny,test,BOOK,BORROWERACTIVITY,HOLIDAYS,
Permit,test,BOOK,BORROWERACTIVITY,DEFAULT,
Deny,test,BOOK,MODIFYACCOUNT,SALEOPENEDMINOR,
Permit,test,BOOK,MODIFYACCOUNT,WORKINGDAYS,
Deny,test,BOOK,MODIFYACCOUNT,MAINTENANCEDAY,
Permit,test,BOOK,MODIFYACCOUNT,HOLIDAYS,
Deny,test,BOOK,MODIFYACCOUNT,DEFAULT,
Permit,test,BOOK,GIVEBACKBOOK,SALEOPENEDMINOR,
Deny,test,BOOK,GIVEBACKBOOK,WORKINGDAYS,
Permit,test,BOOK,GIVEBACKBOOK,MAINTENANCEDAY,
Deny,test,BOOK,GIVEBACKBOOK,HOLIDAYS,
Permit,test,BOOK,GIVEBACKBOOK,DEFAULT,
Deny,test,BOOK,MANAGEACCESS,SALEOPENEDMINOR,
Permit,test,BOOK,MANAGEACCESS,WORKINGDAYS,
Deny,test,BOOK,MANAGEACCESS,MAINTENANCEDAY,
Permit,test,BOOK,MANAGEACCESS,HOLIDAYS,
Deny,test,BOOK,MANAGEACCESS,DEFAULT,
Permit,test,BOOK,CONSULTBORROWERACCOUNT,SALEOPENEDMINOR,
Deny,test,BOOK,CONSULTBORROWERACCOUNT,WORKINGDAYS,
Permit,test,BOOK,CONSULTBORROWERACCOUNT,MAINTENANCEDAY,
Deny,test,BOOK,CONSULTBORROWERACCOUNT,HOLIDAYS,
Permit,test,BOOK,CONSULTBORROWERACCOUNT,DEFAULT,
Deny,test,BOOK,RESERVEBOOK,SALEOPENEDMINOR,
Permit,test,BOOK,RESERVEBOOK,WORKINGDAYS,
Deny,test,BOOK,RESERVEBOOK,MAINTENANCEDAY,
Permit,test,BOOK,RESERVEBOOK,HOLIDAYS,
Deny,test,BOOK,RESERVEBOOK,DEFAULT,
Permit,test,BOOK,CREATEACCOUNT,SALEOPENEDMINOR,
Deny,test,BOOK,CREATEACCOUNT,WORKINGDAYS,
Permit,test,BOOK,CREATEACCOUNT,MAINTENANCEDAY,
Deny,test,BOOK,CREATEACCOUNT,HOLIDAYS,
Permit,test,BOOK,CREATEACCOUNT,DEFAULT,
Deny,test,BOOK,DELIVERBOOK,SALEOPENEDMINOR,
Permit,test,BOOK,DELIVERBOOK,WORKINGDAYS,
Deny,test,BOOK,DELIVERBOOK,MAINTENANCEDAY,
Permit,test,BOOK,DELIVERBOOK,HOLIDAYS,
Deny,test,BOOK,DELIVERBOOK,DEFAULT,
Permit,test,BORROWERACCOUNT,POSTCOMMENT,SALEOPENEDMINOR,
Deny,test,BORROWERACCOUNT,POSTCOMMENT,WORKINGDAYS,
Permit,test,BORROWERACCOUNT,POSTCOMMENT,MAINTENANCEDAY,
Deny,test,BORROWERACCOUNT,POSTCOMMENT,HOLIDAYS,
Permit,test,BORROWERACCOUNT,POSTCOMMENT,DEFAULT,
Deny,test,BORROWERACCOUNT,BORROWBOOK,SALEOPENEDMINOR,
Permit,test,BORROWERACCOUNT,BORROWBOOK,WORKINGDAYS,
Deny,test,BORROWERACCOUNT,BORROWBOOK,MAINTENANCEDAY,
Permit,test,BORROWERACCOUNT,BORROWBOOK,HOLIDAYS,
Deny,test,BORROWERACCOUNT,BORROWBOOK,DEFAULT,
Permit,test,BORROWERACCOUNT,FIXBOOK,SALEOPENEDMINOR,
Deny,test,BORROWERACCOUNT,FIXBOOK,WORKINGDAYS,
Permit,test,BORROWERACCOUNT,FIXBOOK,MAINTENANCEDAY,
Deny,test,BORROWERACCOUNT,FIXBOOK,HOLIDAYS,
Permit,test,BORROWERACCOUNT,FIXBOOK,DEFAULT,
Deny,test,BORROWERACCOUNT,BORROWERACTIVITY,SALEOPENEDMINOR,
Permit,test,BORROWERACCOUNT,BORROWERACTIVITY,WORKINGDAYS,
Deny,test,BORROWERACCOUNT,BORROWERACTIVITY,MAINTENANCEDAY,
Permit,test,BORROWERACCOUNT,BORROWERACTIVITY,HOLIDAYS,
Deny,test,BORROWERACCOUNT,BORROWERACTIVITY,DEFAULT,
Permit,test,BORROWERACCOUNT,MODIFYACCOUNT,SALEOPENEDMINOR,
Deny,test,BORROWERACCOUNT,MODIFYACCOUNT,WORKINGDAYS,
Permit,test,BORROWERACCOUNT,MODIFYACCOUNT,MAINTENANCEDAY,
Deny,test,BORROWERACCOUNT,MODIFYACCOUNT,HOLIDAYS,
Permit,test,BORROWERACCOUNT,MODIFYACCOUNT,DEFAULT,
Deny,test,BORROWERACCOUNT,GIVEBACKBOOK,SALEOPENEDMINOR,
Permit,test,BORROWERACCOUNT,GIVEBACKBOOK,WORKINGDAYS,
Deny,test,BORROWERACCOUNT,GIVEBACKBOOK,MAINTENANCEDAY,
Permit,test,BORROWERACCOUNT,GIVEBACKBOOK,HOLIDAYS,
Deny,test,BORROWERACCOUNT,GIVEBACKBOOK,DEFAULT,
Permit,test,BORROWERACCOUNT,MANAGEACCESS,SALEOPENEDMINOR,
Deny,test,BORROWERACCOUNT,MANAGEACCESS,WORKINGDAYS,
Permit,test,BORROWERACCOUNT,MANAGEACCESS,MAINTENANCEDAY,
Deny,test,BORROWERACCOUNT,MANAGEACCESS,HOLIDAYS,
Permit,test,BORROWERACCOUNT,MANAGEACCESS,DEFAULT,
Deny,test,BORROWERACCOUNT,CONSULTBORROWERACCOUNT,SALEOPENEDMINOR,
Permit,test,BORROWERACCOUNT,CONSULTBORROWERACCOUNT,WORKINGDAYS,
Deny,test,BORROWERACCOUNT,CONSULTBORROWERACCOUNT,MAINTENANCEDAY,
Permit,test,BORROWERACCOUNT,CONSULTBORROWERACCOUNT,HOLIDAYS,
Deny,test,BORROWERACCOUNT,CONSULTBORROWERACCOUNT,DEFAULT,
Permit,test,BORROWERACCOUNT,RESERVEBOOK,SALEOPENEDMINOR,
Deny,test,BORROWERACCOUNT,RESERVEBOOK,WORKINGDAYS,
Permit,test,BORROWERACCOUNT,RESERVEBOOK,MAINTENANCEDAY,
Deny,test,BORROWERACCOUNT,RESERVEBOOK,HOLIDAYS,
Permit,test,BORROWERACCOUNT,RESERVEBOOK,DEFAULT,
Deny,test,BORROWERACCOUNT,CREATEACCOUNT,SALEOPENEDMINOR,
Permit,test,BORROWERACCOUNT,CREATEACCOUNT,WORKINGDAYS,
Deny,test,BORROWERACCOUNT,CREATEACCOUNT,MAINTENANCEDAY,
Permit,test,BORROWERACCOUNT,CREATEACCOUNT,HOLIDAYS,
Deny,test,BORROWERACCOUNT,CREATEACCOUNT,DEFAULT,
Permit,test,BORROWERACCOUNT,DELIVERBOOK,SALEOPENEDMINOR,
Deny,test,BORROWERACCOUNT,DELIVERBOOK,WORKINGDAYS,
Permit,test,BORROWERACCOUNT,DELIVERBOOK,MAINTENANCEDAY,
Deny,test,BORROWERACCOUNT,DELIVERBOOK,HOLIDAYS,
Permit,test,BORROWERACCOUNT,DELIVERBOOK,DEFAULT,
Deny,ADMINISTRATOR,COMMENT,POSTCOMMENT,SALEOPENEDMINOR,
Permit,ADMINISTRATOR,COMMENT,POSTCOMMENT,WORKINGDAYS,
Deny,ADMINISTRATOR,COMMENT,POSTCOMMENT,MAINTENANCEDAY,
Permit,ADMINISTRATOR,COMMENT,POSTCOMMENT,HOLIDAYS,
Deny,ADMINISTRATOR,COMMENT,POSTCOMMENT,DEFAULT,
Permit,ADMINISTRATOR,COMMENT,BORROWBOOK,SALEOPENEDMINOR,
Deny,ADMINISTRATOR,COMMENT,BORROWBOOK,WORKINGDAYS,
Permit,ADMINISTRATOR,COMMENT,BORROWBOOK,MAINTENANCEDAY,
Deny,ADMINISTRATOR,COMMENT,BORROWBOOK,HOLIDAYS,
Permit,ADMINISTRATOR,COMMENT,BORROWBOOK,DEFAULT,
Deny,ADMINISTRATOR,COMMENT,FIXBOOK,SALEOPENEDMINOR,
Permit,ADMINISTRATOR,COMMENT,FIXBOOK,WORKINGDAYS,
Deny,ADMINISTRATOR,COMMENT,FIXBOOK,MAINTENANCEDAY,
Permit,ADMINISTRATOR,COMMENT,FIXBOOK,HOLIDAYS,
Deny,ADMINISTRATOR,COMMENT,FIXBOOK,DEFAULT,
Permit,ADMINISTRATOR,COMMENT,BORROWERACTIVITY,SALEOPENEDMINOR,
Deny,ADMINISTRATOR,COMMENT,BORROWERACTIVITY,WORKINGDAYS,
Permit,ADMINISTRATOR,COMMENT,BORROWERACTIVITY,MAINTENANCEDAY,
Deny,ADMINISTRATOR,COMMENT,BORROWERACTIVITY,HOLIDAYS,
Permit,ADMINISTRATOR,COMMENT,BORROWERACTIVITY,DEFAULT,
Deny,ADMINISTRATOR,COMMENT,MODIFYACCOUNT,SALEOPENEDMINOR,
Permit,ADMINISTRATOR,COMMENT,MODIFYACCOUNT,WORKINGDAYS,
Deny,ADMINISTRATOR,COMMENT,MODIFYACCOUNT,MAINTENANCEDAY,
Permit,ADMINISTRATOR,COMMENT,MODIFYACCOUNT,HOLIDAYS,
Deny,ADMINISTRATOR,COMMENT,MODIFYACCOUNT,DEFAULT,
Permit,ADMINISTRATOR,COMMENT,GIVEBACKBOOK,SALEOPENEDMINOR,
Deny,ADMINISTRATOR,COMMENT,GIVEBACKBOOK,WORKINGDAYS,
Permit,ADMINISTRATOR,COMMENT,GIVEBACKBOOK,MAINTENANCEDAY,
Deny,ADMINISTRATOR,COMMENT,GIVEBACKBOOK,HOLIDAYS,
Permit,ADMINISTRATOR,COMMENT,GIVEBACKBOOK,DEFAULT,
Deny,ADMINISTRATOR,COMMENT,MANAGEACCESS,SALEOPENEDMINOR,
Permit,ADMINISTRATOR,COMMENT,MANAGEACCESS,WORKINGDAYS,
Deny,ADMINISTRATOR,COMMENT,MANAGEACCESS,MAINTENANCEDAY,
Permit,ADMINISTRATOR,COMMENT,MANAGEACCESS,HOLIDAYS,
Deny,ADMINISTRATOR,COMMENT,MANAGEACCESS,DEFAULT,
Permit,ADMINISTRATOR,COMMENT,CONSULTBORROWERACCOUNT,SALEOPENEDMINOR,
Deny,ADMINISTRATOR,COMMENT,CONSULTBORROWERACCOUNT,WORKINGDAYS,
Permit,ADMINISTRATOR,COMMENT,CONSULTBORROWERACCOUNT,MAINTENANCEDAY,
Deny,ADMINISTRATOR,COMMENT,CONSULTBORROWERACCOUNT,HOLIDAYS,
Permit,ADMINISTRATOR,COMMENT,CONSULTBORROWERACCOUNT,DEFAULT,
Deny,ADMINISTRATOR,COMMENT,RESERVEBOOK,SALEOPENEDMINOR,
Permit,ADMINISTRATOR,COMMENT,RESERVEBOOK,WORKINGDAYS,
Deny,ADMINISTRATOR,COMMENT,RESERVEBOOK,MAINTENANCEDAY,
Permit,ADMINISTRATOR,COMMENT,RESERVEBOOK,HOLIDAYS,
Deny,ADMINISTRATOR,COMMENT,RESERVEBOOK,DEFAULT,
Permit,ADMINISTRATOR,COMMENT,CREATEACCOUNT,SALEOPENEDMINOR,
Deny,ADMINISTRATOR,COMMENT,CREATEACCOUNT,WORKINGDAYS,
Permit,ADMINISTRATOR,COMMENT,CREATEACCOUNT,MAINTENANCEDAY,
Deny,ADMINISTRATOR,COMMENT,CREATEACCOUNT,HOLIDAYS,
Permit,ADMINISTRATOR,COMMENT,CREATEACCOUNT,DEFAULT,
Deny,ADMINISTRATOR,COMMENT,DELIVERBOOK,SALEOPENEDMINOR,
Permit,ADMINISTRATOR,COMMENT,DELIVERBOOK,WORKINGDAYS,
Deny,ADMINISTRATOR,COMMENT,DELIVERBOOK,MAINTENANCEDAY,
Permit,ADMINISTRATOR,COMMENT,DELIVERBOOK,HOLIDAYS,
Deny,ADMINISTRATOR,COMMENT,DELIVERBOOK,DEFAULT,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,POSTCOMMENT,SALEOPENEDMINOR,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,POSTCOMMENT,WORKINGDAYS,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,POSTCOMMENT,MAINTENANCEDAY,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,POSTCOMMENT,HOLIDAYS,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,POSTCOMMENT,DEFAULT,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,BORROWBOOK,SALEOPENEDMINOR,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,BORROWBOOK,WORKINGDAYS,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,BORROWBOOK,MAINTENANCEDAY,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,BORROWBOOK,HOLIDAYS,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,BORROWBOOK,DEFAULT,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,FIXBOOK,SALEOPENEDMINOR,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,FIXBOOK,WORKINGDAYS,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,FIXBOOK,MAINTENANCEDAY,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,FIXBOOK,HOLIDAYS,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,FIXBOOK,DEFAULT,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,BORROWERACTIVITY,SALEOPENEDMINOR,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,BORROWERACTIVITY,WORKINGDAYS,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,BORROWERACTIVITY,MAINTENANCEDAY,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,BORROWERACTIVITY,HOLIDAYS,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,BORROWERACTIVITY,DEFAULT,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,MODIFYACCOUNT,SALEOPENEDMINOR,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,MODIFYACCOUNT,WORKINGDAYS,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,MODIFYACCOUNT,MAINTENANCEDAY,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,MODIFYACCOUNT,HOLIDAYS,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,MODIFYACCOUNT,DEFAULT,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,GIVEBACKBOOK,SALEOPENEDMINOR,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,GIVEBACKBOOK,WORKINGDAYS,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,GIVEBACKBOOK,MAINTENANCEDAY,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,GIVEBACKBOOK,HOLIDAYS,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,GIVEBACKBOOK,DEFAULT,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,MANAGEACCESS,SALEOPENEDMINOR,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,MANAGEACCESS,WORKINGDAYS,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,MANAGEACCESS,MAINTENANCEDAY,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,MANAGEACCESS,HOLIDAYS,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,MANAGEACCESS,DEFAULT,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,CONSULTBORROWERACCOUNT,SALEOPENEDMINOR,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,CONSULTBORROWERACCOUNT,WORKINGDAYS,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,CONSULTBORROWERACCOUNT,MAINTENANCEDAY,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,CONSULTBORROWERACCOUNT,HOLIDAYS,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,CONSULTBORROWERACCOUNT,DEFAULT,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,RESERVEBOOK,SALEOPENEDMINOR,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,RESERVEBOOK,WORKINGDAYS,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,RESERVEBOOK,MAINTENANCEDAY,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,RESERVEBOOK,HOLIDAYS,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,RESERVEBOOK,DEFAULT,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,CREATEACCOUNT,SALEOPENEDMINOR,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,CREATEACCOUNT,WORKINGDAYS,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,CREATEACCOUNT,MAINTENANCEDAY,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,CREATEACCOUNT,HOLIDAYS,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,CREATEACCOUNT,DEFAULT,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,DELIVERBOOK,SALEOPENEDMINOR,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,DELIVERBOOK,WORKINGDAYS,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,DELIVERBOOK,MAINTENANCEDAY,
Deny,ADMINISTRATOR,PERSONNELACCOUNT,DELIVERBOOK,HOLIDAYS,
Permit,ADMINISTRATOR,PERSONNELACCOUNT,DELIVERBOOK,DEFAULT,
Deny,ADMINISTRATOR,BOOK,POSTCOMMENT,SALEOPENEDMINOR,
Permit,ADMINISTRATOR,BOOK,POSTCOMMENT,WORKINGDAYS,
Deny,ADMINISTRATOR,BOOK,POSTCOMMENT,MAINTENANCEDAY,
Permit,ADMINISTRATOR,BOOK,POSTCOMMENT,HOLIDAYS,
Deny,ADMINISTRATOR,BOOK,POSTCOMMENT,DEFAULT,
Permit,ADMINISTRATOR,BOOK,BORROWBOOK,SALEOPENEDMINOR,
Deny,ADMINISTRATOR,BOOK,BORROWBOOK,WORKINGDAYS,
Permit,ADMINISTRATOR,BOOK,BORROWBOOK,MAINTENANCEDAY,
Deny,ADMINISTRATOR,BOOK,BORROWBOOK,HOLIDAYS,
Permit,ADMINISTRATOR,BOOK,BORROWBOOK,DEFAULT,
Deny,ADMINISTRATOR,BOOK,FIXBOOK,SALEOPENEDMINOR,
Permit,ADMINISTRATOR,BOOK,FIXBOOK,WORKINGDAYS,
Deny,ADMINISTRATOR,BOOK,FIXBOOK,MAINTENANCEDAY,
Permit,ADMINISTRATOR,BOOK,FIXBOOK,HOLIDAYS,
Deny,ADMINISTRATOR,BOOK,FIXBOOK,DEFAULT,
Permit,ADMINISTRATOR,BOOK,BORROWERACTIVITY,SALEOPENEDMINOR,
